ID,Yld_Env1,Yld_Env2,Yld_Env3,Yld_Env4
83,-0.321023453,-0.823797826,-0.285047369,-0.2742385
84,0.938141001,-0.601319453,0.621146897,0.024696178
85,-0.075340972,-1.15288912,0.227783614,0.082382704
86,0.92999692,-0.082367796,1.154486051,0.625185147
87,0.859933394,-0.271449731,-0.052582009,0.142405641
88,1.492850622,-0.194784117,0.020598714,0.643726964
89,-0.722958265,-2.824634925,-1.316520547,-1.428024093
90,-0.605528766,-0.323319582,0.957048445,-1.11335601
91,0.145094859,-2.283532893,-0.549297016,-0.818354682
92,0.898780659,-0.853498315,-0.996963031,0.103363199
93,-0.059907939,-2.278786384,-1.583397064,-1.102869696
94,1.299322833,0.125795105,0.045093647,0.133948936
95,0.907828733,-0.12277641,0.184334671,0.011582386
96,-0.016524421,-0.596522315,-0.392436533,-0.907948552
97,0.41013582,-0.397833445,-0.68685718,-0.4001136
98,0.475850407,0.350412571,-0.846437445,0.024688311
99,0.529967823,-0.188487081,-0.698935716,-1.292118948
100,0.149215764,-0.721330188,-0.34492481,-0.646357108
101,1.96339117,0.134471724,0.100840736,-0.24015208
102,1.25576829,-0.078962967,0.558397636,-0.806554629
103,1.711380738,-0.072608973,-0.561367105,-0.117376461
104,0.512392897,-0.539981899,0.529442936,-0.132637863
105,0.620521855,-0.071659672,0.463070114,0.501937526
106,1.448050034,0.411269146,0.009373278,-0.20606566
107,0.103739218,-0.904899844,-0.141084736,-1.035868995
108,0.852628154,0.224332633,-0.227129523,-0.539086759
109,-0.760966689,0.01742281,0.485478754,-1.49489106
110,0.268111197,-0.516464529,-0.051652891,-1.364760075
111,0.108348767,0.938777177,1.258479711,-1.366404215
112,0.790757573,-0.269576442,-0.144108593,-0.002459677
113,-1.081134932,-0.641728067,-1.548403096,-0.670201082
114,-0.571950722,0.289859773,0.480199674,-2.142588108
115,0.004397722,-2.239232142,-2.160573701,-0.603326248
116,-0.075569006,1.18673481,0.9659173,-0.330619154
117,-0.115605306,-0.443589793,-0.030443658,-0.09331222
118,-0.470361459,-0.312940549,0.633436596,-0.430801605
119,-1.063038785,-0.151331408,0.617379745,-1.28445678
120,1.319104805,0.310769727,-0.314728471,-0.550100142
121,1.809280731,-0.030124553,-0.545335594,0.6148011
122,0.107485495,0.853017251,0.697165654,-0.969135761
123,-0.128994175,-2.261382517,-2.025429244,-1.205136823
124,1.100118621,-0.67677629,-0.019581422,-0.740993534
125,1.014149705,0.439501382,-0.348996037,0.441631388
126,0.703550758,-0.716438119,-1.00762255,-0.114984984
127,2.398537543,0.639171196,0.183616716,0.05035736
128,-0.430341447,-0.581630934,-1.12728452,-0.545970123
129,0.367599287,-0.705502163,-1.006617413,0.258077628
130,-0.677009362,-0.580934779,0.062096509,-2.117674263
131,-0.561477434,-2.630028054,-0.939045184,-1.296917636
132,0.354935241,-1.096905628,0.635624247,-0.69117371
133,0.600617722,-1.316953788,-0.689272887,-0.599400764
134,1.617992565,0.286360014,-0.476901819,-0.380179377
135,1.738524959,0.013321826,-0.554609882,0.340410532
136,1.200111643,-0.595478083,-0.123347026,-0.720020907
137,1.259384262,-0.729842261,-1.566504007,-0.313572011
138,0.640882057,-0.504933676,0.609085254,-0.274246367
139,0.299734663,-0.467442583,0.621146897,0.268556076
140,0.186100305,-1.608737522,-1.25901658,0.130896656
141,0.98881347,0.075361864,-0.334915674,-0.088065129
142,1.671474743,-0.137661462,-0.25560277,-0.015164401
143,-0.725474786,-2.721002811,-2.109902976,-1.972140275
144,-0.853540454,-2.186229457,-2.160582148,-1.480471395
145,-0.781090713,-2.249516244,-1.199477,-1.030755638
146,0.324842863,-0.376005832,-0.970956169,-0.222168799
147,-0.135460575,-2.281159638,-1.019084489,-0.899649182
148,0.638056061,-0.784990368,-0.110077529,-0.456840389
149,0.584313273,-2.175945354,-1.208937112,-0.630859705
150,0.037535986,-2.259800347,-1.272286076,-0.687248226
151,-0.075365404,-2.067566731,-1.293402398,-0.826221384
152,1.077111593,0.273468495,0.148141296,-0.397486122
153,1.72531526,-0.312149464,-0.909364083,-0.08753806
154,0.065331733,-0.597465288,-0.928512363,-0.80889104
155,-0.434926565,-0.734367266,-0.160359714,-0.328825546
156,1.400545612,-1.128549022,-0.193334962,0.300030751
157,0.867116473,0.017365852,-0.872951098,-0.379133106
158,-0.438778715,-0.926480638,-0.606412442,-0.094256224
159,-0.450848242,-2.34681968,-1.360687445,-1.775472723
160,0.175985357,-2.017728385,-1.211749806,-0.461733478
161,0.952971372,0.175114499,-0.057675266,0.406821231
162,0.325942314,-1.981338483,-1.273696647,0.515051318
163,0.926380948,0.644746762,-1.445439912,0.229230432
164,0.200645633,-0.979825071,-0.77253032,-0.934569472
165,-0.143881554,-2.121018751,-0.356842862,-2.676469711
166,-2.224246236,-2.527187024,-2.267168892,-1.842811693
167,0.323262912,-0.578928588,-0.648248098,-0.413219526
168,0.623722479,-0.398048621,-0.353337553,0.394297441
169,0.955186561,2.111734495,0.343948721,1.514122481
170,-0.997039155,-2.333371238,-1.050260626,-0.957335708
171,-0.482284394,-2.07231324,-1.261618111,-0.122151549
172,-0.630873145,-0.766459996,-0.585498837,-0.418222748
173,-0.1533124,-0.251653624,-0.242189683,-0.176880196
174,0.578498399,0.423875874,0.478907355,-0.026319385
175,-0.266629138,-0.909152716,-1.758890588,-0.116904459
176,0.045240286,-1.06887591,-1.53814901,-0.627768091
177,1.053053979,0.002702304,-0.31923047,-0.636106796
178,0.156537293,-0.54495624,-0.067042466,-0.684974749
179,-0.767604115,-2.774005495,-2.260327204,-1.696805702
180,-0.881059303,-2.949626331,-2.300642485,-1.67844482
181,0.822315886,-0.653898116,0.061268749,1.154873797
182,-0.973934398,-1.391638526,-1.868045077,-0.531220057
183,1.244627188,-0.394137497,0.447148408,-0.528073376
184,0.642038516,-0.659587598,0.565433594,-0.04531747
185,0.615765712,0.152173038,0.202435582,0.139022959
186,-0.324305517,-0.705432547,-1.010435244,-0.460419738
187,1.49951248,0.338122277,-0.64770752,-1.294290158
188,0.886857725,-0.032263646,-0.10903016,-0.539519428
189,0.782361026,-0.41888896,-1.211749806,-0.604647854
190,0.965651705,0.667112313,-1.558057478,-1.106803047
191,0.374236712,-0.595629971,-0.383990005,-1.020347991
192,0.514005425,-0.567828085,-1.652844422,-1.355910035
193,-0.157009812,-0.916082619,-1.206115972,-0.378181235
194,0.732445956,-0.67457391,-1.488677692,-0.886535389
195,0.504745605,-0.341685408,-1.162008199,-0.532533796
196,-0.34744285,-1.092260378,-1.697898205,-1.789892388
197,-0.428965098,-1.677606204,-3.350596667,-1.024194809
198,1.448962171,2.143377889,0.221862597,1.446468843
199,0.609291168,0.017074733,0.066894137,0.572218642
200,1.003969605,0.230022115,0.348214218,0.276084509
201,0.24953455,-0.152995851,0.575898843,0.001284873
202,0.107982284,1.650582661,1.646344303,0.234800057
203,0.222887118,-1.944157495,-1.535539033,-0.594153673
204,0.806109165,-0.321560209,0.595807311,0.406097495
205,-1.688113263,-1.398498814,-1.177076806,-0.902315994
206,1.270818551,-2.123417321,-1.082940245,-0.841954789
207,-0.68283238,-0.605483724,-0.132139862,-0.942105773
208,0.159412153,-1.666486715,-0.686654464,-0.20606566
209,0.364545256,-0.809855746,-0.740154776,-0.272334759
210,0.590209587,-0.670175478,0.489828717,-0.42809546
211,-0.152489848,1.646734824,1.754856856,-0.08675139
212,0.861635507,0.513907658,0.165270856,0.722559185
213,1.026414691,0.360835905,0.910339142,0.781732518
214,1.094442197,0.640411617,0.808178379,0.729198682
215,1.151572922,0.399029481,0.441759522,0.719145037
216,0.516912861,-0.929195642,-0.968211047,-0.173646981
217,-0.539431407,0.92252513,0.547932387,0.594835411
218,0.610089288,0.298517405,0.231998432,0.511770903
219,0.33301952,0.310738084,0.366036394,0.119694472
220,0.083020677,-0.353159302,0.178303849,-0.34458255
221,0.642486441,-0.356690705,0.87623206,0.051309231
222,1.076411202,0.795970541,0.872811216,0.962469998
223,0.079689748,-0.081912131,0.162458162,-0.123709156
224,0.958330177,0.406788441,-0.664600577,-1.776786462
225,0.689583659,-0.408199821,-0.061239701,-1.22291557
226,0.25240941,0.385220304,-0.136624969,-0.259590701
227,0.561314389,-0.176608151,0.453365053,-0.407712834
228,1.075702667,-0.680067203,0.927755884,-0.285778952
229,0.475402482,-0.342577751,0.251188945,0.735712311
230,-1.43664034,-0.10725849,0.209167465,0.624791812
231,2.526904542,-0.489352469,-1.400394575,0.537337685
232,-0.4672097,-0.674181532,0.080569067,-0.124118225
233,0.759125964,-0.255349572,0.231837948,-0.10681148
234,0.893902355,-0.405339258,0.79345608,0.189306919
235,-0.459033043,1.292917382,0.567528333,0.462714149
236,1.40401499,2.201386558,-0.057649927,1.606949565
237,1.115779688,0.481954159,0.26840297,0.816613475
238,0.59572313,-0.189227537,0.749534131,-0.479299823
239,1.836253927,2.154978357,-0.063021919,1.556602672
240,1.331622257,1.83116518,0.247193737,1.639989714
241,1.467962311,2.322688344,0.697089635,0.999640166
242,0.069493359,0.500319985,0.263622235,0.290850309
243,0.105807814,0.481884543,-0.153822101,-0.505716209
244,1.219136215,0.364297692,0.103374694,0.489358669
245,0.82457994,1.390265118,0.687950491,0.302650362
246,1.300006936,0.559815893,0.919993524,0.80577316
247,-1.156353661,1.138320417,1.457116723,2.290306374
248,-0.665941556,0.577820984,0.550052465,-0.12229315
249,-0.448421306,0.631545138,1.068812911,0.031367141
250,0.552209307,-0.211567773,-0.42974485,0.189849721
251,-1.064928211,-0.459576035,-0.699594545,0.447924749
252,-0.154615453,0.514559512,0.325281893,0.781771852
253,1.439001961,2.439775229,0.016831562,1.521989183
254,0.812233514,-0.347957128,0.013436058,-0.264326456
255,1.112774522,-0.561075385,0.162500394,-0.433672951
256,0.13729283,-0.599984102,0.257946167,-0.01201772
257,0.852253526,0.665852906,0.786859341,0.706739247
258,0.463976337,-0.718786059,-1.45294043,-0.81048798
259,0.477267477,-0.464695936,-1.165766904,-0.50893369
260,-1.091078854,-1.045200323,-1.557567579,-0.524187225
261,0.227317498,1.084621578,0.129229518,0.66064824
262,0.331048653,-0.023580699,0.272355945,0.04649481
263,0.568171705,0.632513426,-1.497985767,-0.599400764
264,0.556664119,0.045212039,-1.495181519,-0.506314078
265,0.260480194,0.268114433,-1.118837992,-1.037316468
266,-0.575012896,-1.267779954,-1.145588148,-0.254312144
267,0.523151227,0.342090359,0.794182481,0.297183004
268,1.147631187,1.72990632,-0.31718641,1.185294334
269,-0.151805745,2.451375697,-0.032301894,1.300148185
270,-0.371948389,-2.090508191,-0.489571612,-0.554820163
271,0.406967773,-0.820247437,-0.755637263,-0.165064409
272,-0.454749257,-0.069248445,-0.037682333,1.578629438
273,-0.769851881,-1.551304762,-0.542362416,-1.451624199
274,1.195550958,-1.10441777,-1.561681039,-0.683834077
275,0.240014119,-1.731039238,-0.620492805,-0.487953196
276,-0.001987237,-1.794326026,-0.641609127,-0.602020376
277,-0.585795659,-1.19581022,-1.162278488,-0.210651948
278,2.279813135,-0.881154641,-1.24553592,-0.772468209
279,-0.904172203,-0.886856781,-0.287699579,1.295428163
280,-0.125940145,-0.262380734,0.593906842,-1.548793703
281,-0.168248644,-0.097569282,0.510421353,-1.667730371
282,0.939240452,-0.780471691,-0.797869905,-0.893088352
283,0.9182613,-0.291163565,-1.721354215,-0.379786042
284,1.062566265,-0.324541017,-0.133406841,1.459055566
285,1.235627979,-0.174589303,-0.555733271,-0.208685272
286,0.301453064,-0.886761851,-2.115528364,0.249550123
287,1.515287564,0.016365921,-2.152135619,-0.027751125
288,-0.756006944,0.300441324,-0.35653034,-2.486095521
289,0.561705305,-0.399795336,-0.572727686,0.095307696
290,0.142985542,-0.225022544,-0.503271882,0.359581685
291,0.91830202,-1.767745575,-0.856995606,-0.558753514
292,1.008522146,-0.282835024,-0.61084687,0.085002316
293,0.846169898,-2.036081554,-0.840102548,0.605518392
294,0.084462179,0.660593774,0.971154148,-2.682763073
295,0.130883439,0.731658507,0.936303771,-1.41622404
296,0.06292923,-0.5341785,-0.256084223,-0.051351231
297,0.127161594,-1.265248483,-0.650055655,-1.046489042
298,1.754137161,-0.904482151,-0.704113438,0.665643596
299,-0.278486919,-0.403301424,-0.801704629,-0.688412498
300,-0.397260192,-1.199056832,-1.158823858,-0.650762462
301,0.411675051,-0.668998344,-0.626523627,0.690085439
302,-0.800392184,-0.486491906,-1.26534303,-0.702604028
303,-1.255776597,-1.047927983,-1.261161998,-0.725220797
304,1.345279881,-1.475360617,0.194597203,0.770719135
305,-1.474013527,-0.910057717,-0.835034631,1.072013825
306,0.221396751,-1.422199716,-0.704958091,-0.133951602
307,0.529128982,-0.36289281,-0.534160837,-0.009067707
308,0.256986383,-0.17723469,-0.753272235,0.112307639
309,1.156223192,0.479549261,0.201641608,-3.575633757
310,1.460697791,-0.216086449,-1.284955869,-1.603058214
311,1.62450783,0.591180825,-0.828834879,-0.137884954
312,0.939248596,-0.974129261,-0.445227337,-0.629553833
313,0.10518072,-0.203175945,-0.457593055,0.21611664
314,-0.062400028,-0.416287873,-0.844925516,0.400984138
315,-0.151585855,0.757479517,0.477555911,-0.331932893
316,-0.258297743,-0.611723801,-1.199924666,-0.326685803
317,-0.293797791,0.955212755,1.225605822,-1.852826004
318,0.094780729,0.259463129,0.084403791,-1.694178224
319,-1.681247803,0.380904145,0.864508278,-1.653538841
320,-0.217951968,-0.718532912,0.176732795,-1.312100371
321,-1.042678583,-0.185512602,0.081101198,-2.242227757
322,0.36149937,0.822107984,0.64802375,-0.6964208
323,-0.567732088,0.177266249,0.150252928,-1.733511734
324,0.869437536,-0.808317877,-0.302903331,0.05615512
325,0.174861474,-0.411294545,-0.112011785,0.048288418
326,-0.39023185,-0.203353148,0.260598377,-0.887070325
327,0.211509837,0.829569496,1.160187458,-0.338226255
328,0.771415382,0.774434047,1.192436304,-0.802621278
329,-1.657556672,-0.270804206,-0.663249133,-2.213388427
330,-0.726167033,0.586946939,0.583103732,-1.130395287
331,-0.395224171,-0.573688442,-0.888247761,-1.469324279
332,-0.430691643,-0.484998338,0.505657511,-0.588599782
333,1.180109781,0.18842371,-1.049576457,-0.666527333
334,0.78883557,0.237635516,-0.564990666,0.345917224
335,-1.233323367,0.576485633,0.214657708,-2.007540434
336,-0.300883141,0.746284084,0.389255901,-1.466043864
337,-0.670640691,0.054255721,0.424241422,-1.699425314
338,0.342629535,0.33145185,0.66495904,-2.263208251
339,0.658522136,-0.156850016,-0.052159683,0.577984935
340,0.812754735,-0.875098096,-0.488380652,-0.149213004
341,1.421361882,-0.419737003,0.031097749,0.439003909
342,0.93406896,-0.633937463,0.292940135,0.418031282
343,1.548043056,-0.320908355,0.983139772,0.268563942
344,0.893796482,0.054432924,0.1939975,0.119096603
345,-1.102276965,0.602616748,0.488114071,-2.062607348
346,0.881148724,0.680459496,0.390607345,0.200383235
347,1.63380837,0.642632983,0.251188945,0.654905548
348,0.966873317,0.074691024,-0.941460891,-0.074951337
349,-0.064574497,-0.37620835,-1.874202596,0.178749805
350,-0.381265217,-1.505738275,-0.987916799,0.36951733
351,0.902209317,-0.601920678,-1.386314212,-0.521386679
352,-0.76649652,-0.102189218,1.596264835,-1.491941047
353,-0.572480087,0.133838856,0.74754075,-0.967822022
354,0.202347746,-0.528678879,-0.693690422,-0.255885485
355,0.360823412,-0.945466675,-0.177252771,-0.175070854
356,-0.111875317,-0.890318568,-0.285444356,-0.488307197
357,-0.151577711,-1.048535537,-0.727484983,-0.458272129
358,0.398147733,-0.917892621,-0.830051179,-0.321674714
359,0.109423786,-2.191767051,-1.4510653,-0.289971905
360,1.19920765,-0.760998347,-0.739952059,0.509812095
361,1.707756622,0.383100197,-0.20830221,-0.545380121
362,1.153511213,-0.969844745,-1.239505099,0.129582917
363,0.796075658,-1.087165792,-0.188511994,0.394431175
364,0.1956696,-0.480587249,-0.928182948,-0.179838076
365,0.427327974,-0.01922024,-0.12552623,-0.748341034
366,1.166810497,0.599180275,-0.010653442,-0.874208267
367,2.234409885,0.110416416,0.553574668,-0.017264811
368,1.088171254,-0.704527546,-1.181342303,-1.080315861
369,1.50597888,-1.077343682,-2.518149042,-0.248018782
370,0.367517846,-0.307738375,-0.336934394,0.603551716
371,0.293308983,-0.623786263,-0.30555554,-0.342419207
372,0.418499791,2.302860593,1.240024046,0.289866971
373,-0.987640886,0.454411749,-0.190099941,-1.244344466
374,-0.85955893,0.466803302,0.58524915,-0.708220853
375,-1.43238913,0.389017511,-0.081215741,-1.64750508
376,-0.948679604,-0.966269042,-1.045640375,-0.39033529
377,-0.860454779,-1.132612034,-1.059712292,-1.202037342
378,-0.098641186,-0.51511652,-0.924567834,-0.300222217
379,0.029961991,-0.921063289,-0.49439458,-0.301653957
380,-0.722681366,-1.339205423,-1.715728827,-0.724316126
381,-0.471574928,-0.890774233,-0.852772341,-0.098551443
382,-0.053172784,-1.262489179,-1.132242633,-1.466232665
383,0.039050785,0.416002998,-0.337956424,0.618569251
384,-1.100363106,-1.60500993,-1.614362038,-0.053569641
385,-0.038920643,-1.200873163,-0.958353949,-0.47114992
386,0.549358879,-0.494839433,-2.209377744,-0.76590738
387,1.26586695,1.871244703,0.342031359,0.927266507
388,0.087312607,-0.386289935,-0.816367803,-0.501184988
389,0.599518271,-1.919633865,-1.342670999,-0.983555426
390,0.745851112,0.043718471,-0.838691978,-0.056598321
391,0.578807874,0.251102944,-0.429601259,-0.902528395
392,0.615659839,-0.568910289,-0.691283161,-0.218699584
393,-0.170976911,0.284328508,0.327790512,0.43542456
394,-0.082890534,0.032833143,0.317781376,0.534246071
395,0.044727209,0.243236397,-0.065167337,0.762938967
396,1.246956395,2.036847239,0.144298125,1.575482757
397,0.654661841,0.041389517,0.499677369,1.270254717
398,-1.227085001,-1.929759751,-2.758520353,-1.639111309
399,1.132841537,2.299487407,0.473721187,0.793532571
400,0.208789714,-0.813475751,-0.409329591,-0.550532811
401,-0.072311374,2.23308691,0.985952466,0.051899234
402,0.056772305,-0.866813855,-0.3630764,-0.393198769
403,0.712370797,2.353274848,0.292492469,0.754199061
404,1.565691279,2.122278074,0.095156222,1.898017542
405,1.481839825,1.918709793,0.542830683,1.613242927
406,0.393733642,-1.039529827,-0.592340525,-0.687122359
407,0.849134343,0.378379002,0.43210514,0.518984669
408,0.712093898,0.707109562,0.372312164,0.616791376
409,-1.277993649,0.555164315,-0.411931121,-1.040195681
410,-0.610822418,0.019498617,0.953492457,2.167058753
411,-1.530232115,-0.755606312,1.849060989,1.40661613
412,-0.336269172,0.024491944,0.338399352,0.205032456
413,-0.332376301,0.919398762,-0.133879847,0.080156428
414,-0.666690812,0.180335659,0.27105518,-0.285448551
415,-0.013551832,1.832323328,1.944988214,-0.072984661
416,-0.949941937,-0.293163428,-0.283932427,-0.229539899
417,-0.038049226,1.577049743,1.173642778,0.737285652
418,-0.854232701,0.563511842,-0.489385789,0.1184358
419,-1.678983748,-0.012062504,-0.540360589,-0.264711924
420,-1.016055583,0.195005536,-0.288966558,-0.025745116
421,-0.732226229,0.501402189,0.751764015,-0.359135949
422,0.183298742,1.903837398,0.623689302,0.390167423
423,-1.01373452,0.228161484,0.196548351,-0.147852065
424,-0.951635905,0.002436499,0.142406103,0.312066805
425,-0.017623872,1.463044924,1.035930576,-0.016934409
426,-0.96970762,0.331186045,0.03698498,0.120646343
427,-0.598541145,0.196783895,0.161132057,0.17928474
428,-0.843441794,0.2998844,0.024154703,-0.243369562
429,-1.041359242,0.3234524,-0.03703195,-0.193998139
430,-0.857237867,0.2737786,0.258647229,-0.638781474
431,-1.04376989,0.457576088,0.023825288,-0.408570305
432,-0.380581114,1.309504849,0.667324068,-0.146176457
433,-0.892656473,0.436482602,-0.241699784,0.502779263
434,-0.958965578,0.240027756,-0.266448113,0.626019018
435,-0.879609656,0.431976583,-0.037412044,0.004502354
436,-0.105140163,1.71252144,0.390176572,0.686348756
437,-0.704397905,0.307947137,-0.021093351,-0.194501608
438,0.567332865,0.192461407,-1.340331311,-0.856374454
439,0.043008808,1.08073577,1.289267307,0.473098196
440,-1.646904215,0.168982009,1.692327205,1.085387218
441,-0.140526193,1.189829534,0.509720291,-0.098748111
442,-1.505009897,0.20619464,1.751925911,0.840205715
443,-0.162702525,0.809925277,1.651623384,-0.81048798
444,-1.381936551,1.061711761,-0.413105189,-2.007210033
445,-0.551834842,0.485624792,0.684799936,-0.217535312
446,-0.008673527,1.907792822,0.719557401,0.175799791
447,-0.894342298,1.409251154,4.875384608,-0.668887343
448,1.174547374,-0.382929407,-1.261584325,0.376817629
449,0.125092997,-1.403175707,-0.998170884,-2.3110614
450,-0.880179742,-0.38176493,-0.721006495,1.103480633
451,-0.267622716,0.152679332,0.326320816,0.331198624
452,-0.189520982,2.09762787,1.173938406,-0.109368159
453,0.381517521,1.586030138,1.598714329,0.834494489
454,-1.286243603,0.729525743,1.478469548,1.190281824
455,-0.200816822,1.262280248,1.446854191,1.235609761
456,0.35441402,1.234370775,1.140608404,0.389742621
457,-0.317448201,1.459304675,1.705774078,0.34647576
458,-0.319158458,0.740100965,1.165474985,0.607768269
459,1.479730508,2.706630297,0.687950491,1.597509523
460,0.980278474,0.169754108,0.724515513,1.342801443
461,2.082612366,-0.036326658,-0.361463113,1.584922799
462,0.133668714,1.83854442,1.070688041,0.516365057
463,0.152864312,1.616198949,0.780786287,0.184649831
464,-0.848865752,0.686376811,1.78806016,0.457042257
465,-0.54919616,1.433091287,-0.015155441,-0.514361714
466,-0.174201967,1.46114632,0.383047702,0.188299981
467,-0.384001628,1.188804288,1.411953135,0.731102424
468,0.047015696,1.003899281,1.432410627,0.067632638
469,0.296908667,1.49764381,1.389780998,0.759572019
470,-0.334257584,0.815886893,0.560010923,0.046982545
471,-0.124954711,1.076514541,0.680838514,0.895744631
472,-0.246480682,1.072141424,0.985986252,0.745435555
473,-1.20229442,0.669909589,1.207243068,1.680385229
474,-0.265073619,1.04830762,0.901174659,0.780552513
475,0.181808375,1.391954875,0.167779475,0.570118233
476,-0.148678418,1.207632107,1.274528115,0.855002981
477,-0.491755959,0.87605997,0.776503897,-0.973722048
478,-1.12012879,1.583739156,2.368285994,1.856583622
479,-1.702349116,-0.879920549,-1.134320479,-0.554104293
480,-0.555393806,0.72479822,-0.045191297,0.071990791
481,-0.623869236,0.668599552,0.558972,0.360997692
482,-0.358307054,1.062806623,-0.100211984,0.324842329
483,0.069851698,1.431597719,0.601787453,0.624060209
484,-0.449993114,0.985805588,0.467470755,0.379067506
485,-0.931715484,0.733905188,0.262870494,0.068899177
486,0.262190451,2.429908819,2.073797775,0.598635028
487,-0.263876439,1.247711629,0.628385572,-0.123559689
488,0.394873813,1.97630077,1.409241799,0.044032532
489,-0.218693079,0.913715609,0.145877626,-0.317135627
490,-0.050240915,0.901899966,2.007585438,1.023436939
491,0.079649027,1.272709911,1.589144412,0.152199685
492,0.462616276,1.670840762,-0.486116982,1.325321631
493,0.414558056,-0.222339184,-1.067449312,0.914105514
494,-1.76676065,0.075482109,-0.108844336,1.26435469
495,-0.731957474,0.587295017,-0.08742394,-0.312266138
496,0.077132506,-0.301510955,0.688719125,1.191587696
497,0.076692726,1.297315813,1.222260996,0.670481618
498,0.728031864,0.454468707,-1.77954235,-0.987488777
